timestamp,agent.name,rule.description,rule.level,rule.id
"Sep 14, 2026 @ 10:03:45.552","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:03:45.550","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:45.531","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:03:45.522","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:03:45.481","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:45.448","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:45.413","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:45.403","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:42.385","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 10:03:30.407","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:03:30.399","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:30.391","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:03:30.390","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:11.343","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:11.341","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 10:03:11.338","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:03:11.337","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:02:51.507","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:02:51.506","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:02:45.086","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:02:25.992","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 10:02:25.992","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 10:02:25.937","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 10:01:51.507","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:01:51.500","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:01:01.791","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:00:53.313","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:00:51.719","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 10:00:51.711","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 10:00:13.079","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:59:56.730","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:59:56.688","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:59:56.688","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:59:56.687","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:59:56.687","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:59:56.663","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:59:51.491","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:59:51.490","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:59:01.786","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:59:01.770","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:59:01.758","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:59:01.747","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:59:00.556","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:55.250","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:53.117","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:52.319","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:58:51.525","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:51.524","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:45.558","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:45.519","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:45.519","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:45.498","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:45.463","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:45.420","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:45.400","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:45.383","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:44.163","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:30.140","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:30.139","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:58:30.135","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:58:30.132","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:57:51.450","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:57:51.449","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:57:42.243","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:42.242","Cyber-Linux-cilent","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:57:41.467","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:41.424","Cyber-Linux-cilent","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:57:38.132","Cyber-Linux-cilent","Systemd: Service exited due to a failure.","5","40704"
"Sep 14, 2026 @ 09:57:31.913","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:57:28.018","Cyber-Linux-cilent","PAM: Login session closed.","3","5502"
"Sep 14, 2026 @ 09:57:28.017","Cyber-Linux-cilent","PAM: Login session closed.","3","5502"
"Sep 14, 2026 @ 09:57:08.100","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:08.084","Cyber-Linux-cilent","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:57:08.084","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:07.376","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:07.376","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:57:07.334","Cyber-Linux-cilent","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:56:51.462","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:56:51.461","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:56:11.083","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:55:51.654","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:55:51.653","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:55:36.617","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:54:51.422","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:54:51.418","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:54:49.416","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:54:34.508","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:54:34.506","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:54:34.505","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:54:34.501","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:54:33.539","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:54:33.495","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:53:56.096","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:51.401","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:51.400","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:45.402","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:45.383","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:45.368","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:45.338","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:45.332","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:45.326","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:45.321","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:45.319","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:37.007","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:53:29.073","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:29.072","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:29.057","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:29.055","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:53:29.050","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:53:13.706","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:53:13.706","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:53:13.705","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:53:13.689","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:52:51.413","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:52:51.411","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:52:33.498","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:52:33.456","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:52:17.339","Cyber-Window-cilent","The VSS service is shutting down due to idle timeout.","5","60702"
"Sep 14, 2026 @ 09:52:09.020","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:51:51.505","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:51:51.502","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:51:44.693","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:51:44.654","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:51:27.465","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:51:27.462","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:51:01.685","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:50:51.369","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:50:51.367","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:50:49.227","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:50:32.735","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:50:32.720","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.703","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.688","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.670","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.655","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.638","Cyber-Window-cilent","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:50:32.623","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:50:32.608","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:50:32.602","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:50:32.600","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:50:32.599","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:50:24.443","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:50:24.401","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:49:51.372","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:49:51.371","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:49:28.208","Cyber-Linux-cilent","Apparmor DENIED","3","52002"
"Sep 14, 2026 @ 09:49:27.031","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:49:18.167","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:49:18.162","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:49:12.270","Cyber-Window-cilent","Software protection service scheduled successfully.","3","60642"
"Sep 14, 2026 @ 09:49:11.941","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:49:11.899","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:49:11.898","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:49:11.897","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:49:11.897","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:49:11.863","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:49:03.741","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:49:00.899","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:59.114","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:48:59.113","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:48:56.648","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:55.837","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:48:54.930","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:54.918","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:54.917","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:52.837","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:51.350","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:51.348","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:45.355","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:45.313","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:45.297","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:45.282","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:45.267","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:45.233","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:45.223","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:45.218","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:44.129","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:27.102","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:27.100","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:48:27.095","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:48:27.093","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:59.058","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:47:54.773","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:47:54.773","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:47.188","Cyber-Window-cilent","Software protection service scheduled successfully.","3","60642"
"Sep 14, 2026 @ 09:47:41.683","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.679","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.678","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.673","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.668","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.664","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.661","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.656","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.652","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.647","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.637","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:41.629","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:40.651","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:40.610","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:47:18.822","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:18.817","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:18.807","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:10.188","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.932","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.897","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.864","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.847","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.844","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.840","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:47:06.836","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:46:56.527","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:46:56.527","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:46:56.523","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:46:51.328","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:46:51.327","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:46:34.973","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:46:21.355","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:45:51.324","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:45:51.322","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:45:36.671","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:45:02.828","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:44:51.296","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:44:51.295","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:44:48.394","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:44:48.350","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:44:48.335","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:44:48.335","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:44:48.335","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:44:48.314","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:44:07.795","Cyber-Svr","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:44:07.779","Cyber-Svr","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:44:07.778","Cyber-Svr","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:44:06.982","Cyber-Svr","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:44:06.982","Cyber-Svr","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:44:06.941","Cyber-Svr","sshd: authentication success.","3","5715"
"Sep 14, 2026 @ 09:43:56.227","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:52.224","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:43:51.282","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:51.281","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:45.203","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:45.161","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:45.161","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:45.158","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:45.156","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:45.150","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:45.147","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:45.144","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:34.822","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:26.492","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:26.490","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:26.486","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:43:26.484","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:43:16.512","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:43:16.511","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:43:16.469","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:42:55.283","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:42:55.282","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:42:55.277","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:42:53.568","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 09:42:52.103","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 09:42:52.092","Cyber-Svr","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 09:42:51.460","Cyber-Svr","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 09:41:53.109","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.089","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.073","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.055","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.040","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.024","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.007","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.001","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:53.001","Cyber-Window-cilent","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:41:48.441","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.424","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.408","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.392","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.383","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.382","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.380","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.350","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:41:48.311","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.309","Cyber-Window-cilent","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:41:48.287","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:41:48.286","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:41:48.243","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
